,question_id,poll_id,state,pollster_id,pollster,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,internal,url,race_id,answer,candidate_id,candidate_name,candidate_party,pct,start_date,end_date,created_at,Poll_Time,end_date_month,end_date_year
9450,127692,68174,Louisiana,1250,Trafalgar Group,Trafalgar Group,338.0,Trafalgar Group,C-,1002.0,lv,lv,IVR/Online/Text,False,https://drive.google.com/file/d/164gVYKr6-mtugTVXqbuzBdkbxxVGTZTn/view,6229,Trump,13254,Donald Trump,REP,54.3,2020-08-13 00:00:00,2020-08-17 00:00:00,2020-08-24 14:10:00,4 days,8,2020
9451,127692,68174,Louisiana,1250,Trafalgar Group,Trafalgar Group,338.0,Trafalgar Group,C-,1002.0,lv,lv,IVR/Online/Text,False,https://drive.google.com/file/d/164gVYKr6-mtugTVXqbuzBdkbxxVGTZTn/view,6229,Jorgensen,14611,Jo Jorgensen,LIB,2.5,2020-08-13 00:00:00,2020-08-17 00:00:00,2020-08-24 14:10:00,4 days,8,2020
9452,127631,68138,Pennsylvania,329,Muhlenberg College,Muhlenberg College,219.0,Muhlenberg College,A+,416.0,lv,lv,Live Phone,False,https://www.muhlenberg.edu/aug2020election/,6249,Biden,13256,Joseph R. Biden Jr.,DEM,49.0,2020-08-11 00:00:00,2020-08-17 00:00:00,2020-08-20 12:59:00,6 days,8,2020
9453,127631,68138,Pennsylvania,329,Muhlenberg College,Muhlenberg College,219.0,Muhlenberg College,A+,416.0,lv,lv,Live Phone,False,https://www.muhlenberg.edu/aug2020election/,6249,Trump,13254,Donald Trump,REP,45.0,2020-08-11 00:00:00,2020-08-17 00:00:00,2020-08-20 12:59:00,6 days,8,2020
9454,128129,68443,Wisconsin,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,797.0,lv,lv,Online,False,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,6259,Biden,13256,Joseph R. Biden Jr.,DEM,48.0,2020-08-08 00:00:00,2020-08-17 00:00:00,2020-09-02 20:32:00,9 days,8,2020
9455,128129,68443,Wisconsin,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,797.0,lv,lv,Online,False,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,6259,Trump,13254,Donald Trump,REP,45.0,2020-08-08 00:00:00,2020-08-17 00:00:00,2020-09-02 20:32:00,9 days,8,2020
9468,127548,68089,Wisconsin,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,788.0,lv,lv,Online,False,https://morningconsult.com/2020/08/17/wisconsin-dnc-biden-trump-polling/,6259,Biden,13256,Joseph R. Biden Jr.,DEM,49.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-08-17 18:01:00,9 days,8,2020
9469,127548,68089,Wisconsin,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,788.0,lv,lv,Online,False,https://morningconsult.com/2020/08/17/wisconsin-dnc-biden-trump-polling/,6259,Trump,13254,Donald Trump,REP,43.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-08-17 18:01:00,9 days,8,2020
9470,127898,68277,Arizona,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,947.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6214,Biden,13256,Joseph R. Biden Jr.,DEM,45.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:02:00,9 days,8,2020
9471,127898,68277,Arizona,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,947.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6214,Trump,13254,Donald Trump,REP,47.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:02:00,9 days,8,2020
9472,127899,68278,Georgia,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,1265.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6221,Biden,13256,Joseph R. Biden Jr.,DEM,46.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9473,127899,68278,Georgia,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,1265.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6221,Trump,13254,Donald Trump,REP,47.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9474,127900,68279,Michigan,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,1212.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6233,Biden,13256,Joseph R. Biden Jr.,DEM,50.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9475,127900,68279,Michigan,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,1212.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6233,Trump,13254,Donald Trump,REP,44.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9476,127901,68280,Colorado,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,601.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6216,Biden,13256,Joseph R. Biden Jr.,DEM,51.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9477,127901,68280,Colorado,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,601.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6216,Trump,13254,Donald Trump,REP,41.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9478,127902,68281,Texas,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,2559.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6254,Biden,13256,Joseph R. Biden Jr.,DEM,46.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9479,127902,68281,Texas,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,2559.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6254,Trump,13254,Donald Trump,REP,47.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9480,127903,68282,Minnesota,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,615.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6234,Biden,13256,Joseph R. Biden Jr.,DEM,50.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9481,127903,68282,Minnesota,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,615.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6234,Trump,13254,Donald Trump,REP,42.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9482,127904,68283,Ohio,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,1744.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6246,Biden,13256,Joseph R. Biden Jr.,DEM,45.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9483,127904,68283,Ohio,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,1744.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6246,Trump,13254,Donald Trump,REP,49.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9484,127905,68284,North Carolina,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,1493.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6238,Biden,13256,Joseph R. Biden Jr.,DEM,49.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9485,127905,68284,North Carolina,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,1493.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6238,Trump,13254,Donald Trump,REP,46.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9486,127906,68285,Pennsylvania,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,1777.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6249,Biden,13256,Joseph R. Biden Jr.,DEM,50.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9487,127906,68285,Pennsylvania,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,1777.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6249,Trump,13254,Donald Trump,REP,44.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9488,127907,68286,Florida,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,3484.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6220,Biden,13256,Joseph R. Biden Jr.,DEM,50.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9489,127907,68286,Florida,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,3484.0,lv,lv,Online,False,https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/,6220,Trump,13254,Donald Trump,REP,45.0,2020-08-07 00:00:00,2020-08-16 00:00:00,2020-09-01 06:03:00,9 days,8,2020
9496,127540,68087,Georgia,262,Landmark Communications,Landmark Communications,166.0,Landmark Communications,B,500.0,lv,lv,IVR/Live Phone,False,https://assets.documentcloud.org/documents/7038561/Landmark-Communications-Georgia-Poll.pdf,6221,Biden,13256,Joseph R. Biden Jr.,DEM,44.5,2020-08-14 00:00:00,2020-08-15 00:00:00,2020-08-17 16:03:00,1 days,8,2020
9497,127540,68087,Georgia,262,Landmark Communications,Landmark Communications,166.0,Landmark Communications,B,500.0,lv,lv,IVR/Live Phone,False,https://assets.documentcloud.org/documents/7038561/Landmark-Communications-Georgia-Poll.pdf,6221,Trump,13254,Donald Trump,REP,47.4,2020-08-14 00:00:00,2020-08-15 00:00:00,2020-08-17 16:03:00,1 days,8,2020
9498,127540,68087,Georgia,262,Landmark Communications,Landmark Communications,166.0,Landmark Communications,B,500.0,lv,lv,IVR/Live Phone,False,https://assets.documentcloud.org/documents/7038561/Landmark-Communications-Georgia-Poll.pdf,6221,Jorgensen,14611,Jo Jorgensen,LIB,4.4,2020-08-14 00:00:00,2020-08-15 00:00:00,2020-08-17 16:03:00,1 days,8,2020
9515,129666,69582,Florida,1571,The Tyson Group,The Tyson Group,334.0,The Tyson Group,B/C,750.0,lv,lv,Live Phone,False,https://consumerenergyalliance.org/cms/wp-content/uploads/2020/09/CEA-FL-Track.pdf,6220,Biden,13256,Joseph R. Biden Jr.,DEM,46.0,2020-08-11 00:00:00,2020-08-15 00:00:00,2020-09-21 09:18:00,4 days,8,2020
9516,129666,69582,Florida,1571,The Tyson Group,The Tyson Group,334.0,The Tyson Group,B/C,750.0,lv,lv,Live Phone,False,https://consumerenergyalliance.org/cms/wp-content/uploads/2020/09/CEA-FL-Track.pdf,6220,Trump,13254,Donald Trump,REP,44.0,2020-08-11 00:00:00,2020-08-15 00:00:00,2020-09-21 09:18:00,4 days,8,2020
9517,129666,69582,Florida,1571,The Tyson Group,The Tyson Group,334.0,The Tyson Group,B/C,750.0,lv,lv,Live Phone,False,https://consumerenergyalliance.org/cms/wp-content/uploads/2020/09/CEA-FL-Track.pdf,6220,Jorgensen,14611,Jo Jorgensen,LIB,2.0,2020-08-11 00:00:00,2020-08-15 00:00:00,2020-09-21 09:18:00,4 days,8,2020
9518,128128,68442,Wisconsin,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,797.0,lv,lv,Online,False,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,6259,Biden,13256,Joseph R. Biden Jr.,DEM,50.0,2020-08-06 00:00:00,2020-08-15 00:00:00,2020-09-02 20:32:00,9 days,8,2020
9519,128128,68442,Wisconsin,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,797.0,lv,lv,Online,False,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,6259,Trump,13254,Donald Trump,REP,43.0,2020-08-06 00:00:00,2020-08-15 00:00:00,2020-09-02 20:32:00,9 days,8,2020
9534,128127,68441,Wisconsin,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,797.0,lv,lv,Online,False,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,6259,Biden,13256,Joseph R. Biden Jr.,DEM,50.0,2020-08-05 00:00:00,2020-08-14 00:00:00,2020-09-02 20:32:00,9 days,8,2020
9535,128127,68441,Wisconsin,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,797.0,lv,lv,Online,False,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,6259,Trump,13254,Donald Trump,REP,43.0,2020-08-05 00:00:00,2020-08-14 00:00:00,2020-09-02 20:32:00,9 days,8,2020
9536,127504,68076,North Carolina,1516,East Carolina University,East Carolina University,523.0,East Carolina University,B/C,1255.0,rv,rv,IVR/Online,False,https://surveyresearch-ecu.reportablenews.com/pr/latest-ecu-poll-shows-trump-and-biden-tied-in-north-carolina-democrats-leading-in-contests-for-governor-and-u-s-senate-kamala-harris-selection-draws-mixed-reaction,6238,Biden,13256,Joseph R. Biden Jr.,DEM,46.5,2020-08-12 00:00:00,2020-08-13 00:00:00,2020-08-16 17:06:00,1 days,8,2020
9537,127504,68076,North Carolina,1516,East Carolina University,East Carolina University,523.0,East Carolina University,B/C,1255.0,rv,rv,IVR/Online,False,https://surveyresearch-ecu.reportablenews.com/pr/latest-ecu-poll-shows-trump-and-biden-tied-in-north-carolina-democrats-leading-in-contests-for-governor-and-u-s-senate-kamala-harris-selection-draws-mixed-reaction,6238,Trump,13254,Donald Trump,REP,46.9,2020-08-12 00:00:00,2020-08-13 00:00:00,2020-08-16 17:06:00,1 days,8,2020
9540,127630,68137,Texas,178,Global Strategy Group,Global Strategy Group,118.0,Global Strategy Group,B/C,700.0,lv,lv,Live Phone/Online,True,https://www.chrystafortexas.com/media/press/TX_RR_Commission_Polling_Memo_F08.14.20.pdf,6254,Biden,13256,Joseph R. Biden Jr.,DEM,47.0,2020-08-11 00:00:00,2020-08-13 00:00:00,2020-08-20 12:07:00,2 days,8,2020
9541,127630,68137,Texas,178,Global Strategy Group,Global Strategy Group,118.0,Global Strategy Group,B/C,700.0,lv,lv,Live Phone/Online,True,https://www.chrystafortexas.com/media/press/TX_RR_Commission_Polling_Memo_F08.14.20.pdf,6254,Trump,13254,Donald Trump,REP,45.0,2020-08-11 00:00:00,2020-08-13 00:00:00,2020-08-20 12:07:00,2 days,8,2020
9548,127526,68082,Texas,568,YouGov,YouGov,391.0,YouGov,B,846.0,rv,rv,Online,False,https://www.txhpf.org/wp-content/uploads/2020/08/THPFFinalAug17.pdf,6254,Biden,13256,Joseph R. Biden Jr.,DEM,40.5,2020-08-04 00:00:00,2020-08-13 00:00:00,2020-08-17 09:31:00,9 days,8,2020
9549,127526,68082,Texas,568,YouGov,YouGov,391.0,YouGov,B,846.0,rv,rv,Online,False,https://www.txhpf.org/wp-content/uploads/2020/08/THPFFinalAug17.pdf,6254,Trump,13254,Donald Trump,REP,47.5,2020-08-04 00:00:00,2020-08-13 00:00:00,2020-08-17 09:31:00,9 days,8,2020
9550,127526,68082,Texas,568,YouGov,YouGov,391.0,YouGov,B,846.0,rv,rv,Online,False,https://www.txhpf.org/wp-content/uploads/2020/08/THPFFinalAug17.pdf,6254,Jorgensen,14611,Jo Jorgensen,LIB,1.1,2020-08-04 00:00:00,2020-08-13 00:00:00,2020-08-17 09:31:00,9 days,8,2020
9551,127526,68082,Texas,568,YouGov,YouGov,391.0,YouGov,B,846.0,rv,rv,Online,False,https://www.txhpf.org/wp-content/uploads/2020/08/THPFFinalAug17.pdf,6254,Hawkins,14612,Howie Hawkins,GRE,0.8,2020-08-04 00:00:00,2020-08-13 00:00:00,2020-08-17 09:31:00,9 days,8,2020
9552,128126,68440,Wisconsin,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,797.0,lv,lv,Online,False,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,6259,Biden,13256,Joseph R. Biden Jr.,DEM,50.0,2020-08-04 00:00:00,2020-08-13 00:00:00,2020-09-02 20:32:00,9 days,8,2020
9553,128126,68440,Wisconsin,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,797.0,lv,lv,Online,False,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,6259,Trump,13254,Donald Trump,REP,43.0,2020-08-04 00:00:00,2020-08-13 00:00:00,2020-09-02 20:32:00,9 days,8,2020
9554,127425,68040,California,460,SurveyUSA,SurveyUSA,325.0,SurveyUSA,A,500.0,a,a,Online,False,http://www.surveyusa.com/client/PollReport.aspx?g=edae1a19-6808-433e-81bd-3edf5bef8174,6215,Biden,13256,Joseph R. Biden Jr.,DEM,56.0,2020-08-12 00:00:00,2020-08-12 00:00:00,2020-08-13 07:35:00,0 days,8,2020
9555,127425,68040,California,460,SurveyUSA,SurveyUSA,325.0,SurveyUSA,A,500.0,a,a,Online,False,http://www.surveyusa.com/client/PollReport.aspx?g=edae1a19-6808-433e-81bd-3edf5bef8174,6215,Trump,13254,Donald Trump,REP,28.0,2020-08-12 00:00:00,2020-08-12 00:00:00,2020-08-13 07:35:00,0 days,8,2020
9572,127601,68124,Louisiana,933,ALG Research,ALG Research,14.0,ALG Research,B/C,800.0,lv,lv,Online,False,https://perkinsforla.com/wp-content/uploads/2020/10/Baseline-LA-Statewide-Online-Aug-2020.pdf,6229,Biden,13256,Joseph R. Biden Jr.,DEM,43.0,2020-08-06 00:00:00,2020-08-12 00:00:00,2020-08-19 12:49:00,6 days,8,2020
9573,127601,68124,Louisiana,933,ALG Research,ALG Research,14.0,ALG Research,B/C,800.0,lv,lv,Online,False,https://perkinsforla.com/wp-content/uploads/2020/10/Baseline-LA-Statewide-Online-Aug-2020.pdf,6229,Trump,13254,Donald Trump,REP,50.0,2020-08-06 00:00:00,2020-08-12 00:00:00,2020-08-19 12:49:00,6 days,8,2020
9574,128125,68439,Wisconsin,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,797.0,lv,lv,Online,False,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,6259,Biden,13256,Joseph R. Biden Jr.,DEM,50.0,2020-08-03 00:00:00,2020-08-12 00:00:00,2020-09-02 20:32:00,9 days,8,2020
9575,128125,68439,Wisconsin,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,797.0,lv,lv,Online,False,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,6259,Trump,13254,Donald Trump,REP,42.0,2020-08-03 00:00:00,2020-08-12 00:00:00,2020-09-02 20:32:00,9 days,8,2020
9610,128124,68438,Wisconsin,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,797.0,lv,lv,Online,False,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,6259,Biden,13256,Joseph R. Biden Jr.,DEM,50.0,2020-08-02 00:00:00,2020-08-11 00:00:00,2020-09-02 20:32:00,9 days,8,2020
9611,128124,68438,Wisconsin,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,797.0,lv,lv,Online,False,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,6259,Trump,13254,Donald Trump,REP,42.0,2020-08-02 00:00:00,2020-08-11 00:00:00,2020-09-02 20:32:00,9 days,8,2020
9619,127325,67998,Minnesota,1102,Emerson College,Emerson College,88.0,Emerson College,A-,733.0,lv,lv,Online/Text,False,https://emersonpolling.reportablenews.com/pr/minnesota-2020-north-star-state-in-play-for-presidential-and-us-senate-races,6234,Biden,13256,Joseph R. Biden Jr.,DEM,51.0,2020-08-08 00:00:00,2020-08-10 00:00:00,2020-08-11 12:00:00,2 days,8,2020
9620,127325,67998,Minnesota,1102,Emerson College,Emerson College,88.0,Emerson College,A-,733.0,lv,lv,Online/Text,False,https://emersonpolling.reportablenews.com/pr/minnesota-2020-north-star-state-in-play-for-presidential-and-us-senate-races,6234,Trump,13254,Donald Trump,REP,49.0,2020-08-08 00:00:00,2020-08-10 00:00:00,2020-08-11 12:00:00,2 days,8,2020
9621,127352,68005,Arizona,1102,Emerson College,Emerson College,88.0,Emerson College,A-,661.0,lv,lv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/north-carolina-pennsylvania-and-arizona-2020-tight-races-in-battleground-states-leading-into-party-conventions,6214,Biden,13256,Joseph R. Biden Jr.,DEM,53.3,2020-08-08 00:00:00,2020-08-10 00:00:00,2020-08-11 19:05:00,2 days,8,2020
9622,127352,68005,Arizona,1102,Emerson College,Emerson College,88.0,Emerson College,A-,661.0,lv,lv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/north-carolina-pennsylvania-and-arizona-2020-tight-races-in-battleground-states-leading-into-party-conventions,6214,Trump,13254,Donald Trump,REP,46.7,2020-08-08 00:00:00,2020-08-10 00:00:00,2020-08-11 19:05:00,2 days,8,2020
9623,127353,68006,North Carolina,1102,Emerson College,Emerson College,88.0,Emerson College,A-,673.0,lv,lv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/north-carolina-pennsylvania-and-arizona-2020-tight-races-in-battleground-states-leading-into-party-conventions,6238,Biden,13256,Joseph R. Biden Jr.,DEM,49.41,2020-08-08 00:00:00,2020-08-10 00:00:00,2020-08-11 19:05:00,2 days,8,2020
9624,127353,68006,North Carolina,1102,Emerson College,Emerson College,88.0,Emerson College,A-,673.0,lv,lv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/north-carolina-pennsylvania-and-arizona-2020-tight-races-in-battleground-states-leading-into-party-conventions,6238,Trump,13254,Donald Trump,REP,50.59,2020-08-08 00:00:00,2020-08-10 00:00:00,2020-08-11 19:05:00,2 days,8,2020
9625,127354,68007,Pennsylvania,1102,Emerson College,Emerson College,88.0,Emerson College,A-,843.0,lv,lv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/north-carolina-pennsylvania-and-arizona-2020-tight-races-in-battleground-states-leading-into-party-conventions,6249,Biden,13256,Joseph R. Biden Jr.,DEM,53.31,2020-08-08 00:00:00,2020-08-10 00:00:00,2020-08-11 19:05:00,2 days,8,2020
9626,127354,68007,Pennsylvania,1102,Emerson College,Emerson College,88.0,Emerson College,A-,843.0,lv,lv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/north-carolina-pennsylvania-and-arizona-2020-tight-races-in-battleground-states-leading-into-party-conventions,6249,Trump,13254,Donald Trump,REP,46.69,2020-08-08 00:00:00,2020-08-10 00:00:00,2020-08-11 19:05:00,2 days,8,2020
9639,127443,68051,North Carolina,988,Harper Polling,Harper Polling,132.0,Harper Polling,B/C,600.0,lv,lv,Live Phone,False,https://www.nccivitas.org/polling/biden-cunningham-slim-leads/,6238,Biden,13256,Joseph R. Biden Jr.,DEM,45.0,2020-08-06 00:00:00,2020-08-10 00:00:00,2020-08-13 12:14:00,4 days,8,2020
9640,127443,68051,North Carolina,988,Harper Polling,Harper Polling,132.0,Harper Polling,B/C,600.0,lv,lv,Live Phone,False,https://www.nccivitas.org/polling/biden-cunningham-slim-leads/,6238,Trump,13254,Donald Trump,REP,44.0,2020-08-06 00:00:00,2020-08-10 00:00:00,2020-08-13 12:14:00,4 days,8,2020
9641,127443,68051,North Carolina,988,Harper Polling,Harper Polling,132.0,Harper Polling,B/C,600.0,lv,lv,Live Phone,False,https://www.nccivitas.org/polling/biden-cunningham-slim-leads/,6238,Jorgensen,14611,Jo Jorgensen,LIB,2.0,2020-08-06 00:00:00,2020-08-10 00:00:00,2020-08-13 12:14:00,4 days,8,2020
9642,127443,68051,North Carolina,988,Harper Polling,Harper Polling,132.0,Harper Polling,B/C,600.0,lv,lv,Live Phone,False,https://www.nccivitas.org/polling/biden-cunningham-slim-leads/,6238,Blankenship,15856,Don Blankenship,CON,1.0,2020-08-06 00:00:00,2020-08-10 00:00:00,2020-08-13 12:14:00,4 days,8,2020
9643,127443,68051,North Carolina,988,Harper Polling,Harper Polling,132.0,Harper Polling,B/C,600.0,lv,lv,Live Phone,False,https://www.nccivitas.org/polling/biden-cunningham-slim-leads/,6238,Hawkins,14612,Howie Hawkins,GRE,1.0,2020-08-06 00:00:00,2020-08-10 00:00:00,2020-08-13 12:14:00,4 days,8,2020
9646,128123,68437,Wisconsin,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,797.0,lv,lv,Online,False,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,6259,Biden,13256,Joseph R. Biden Jr.,DEM,50.0,2020-08-01 00:00:00,2020-08-10 00:00:00,2020-09-02 20:32:00,9 days,8,2020
9647,128123,68437,Wisconsin,1189,Morning Consult,Morning Consult,218.0,Morning Consult,B/C,797.0,lv,lv,Online,False,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,6259,Trump,13254,Donald Trump,REP,43.0,2020-08-01 00:00:00,2020-08-10 00:00:00,2020-09-02 20:32:00,9 days,8,2020
9660,127362,68011,Arizona,1365,Change Research,Change Research,48.0,Change Research,C-,428.0,lv,lv,Online,False,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,6214,Biden,13256,Joseph R. Biden Jr.,DEM,45.0,2020-08-07 00:00:00,2020-08-09 00:00:00,2020-08-12 05:35:00,2 days,8,2020
9661,127362,68011,Arizona,1365,Change Research,Change Research,48.0,Change Research,C-,428.0,lv,lv,Online,False,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,6214,Trump,13254,Donald Trump,REP,44.0,2020-08-07 00:00:00,2020-08-09 00:00:00,2020-08-12 05:35:00,2 days,8,2020
9662,127363,68012,Florida,1365,Change Research,Change Research,48.0,Change Research,C-,469.0,lv,lv,Online,False,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,6220,Biden,13256,Joseph R. Biden Jr.,DEM,50.0,2020-08-07 00:00:00,2020-08-09 00:00:00,2020-08-12 05:35:00,2 days,8,2020
9663,127363,68012,Florida,1365,Change Research,Change Research,48.0,Change Research,C-,469.0,lv,lv,Online,False,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,6220,Trump,13254,Donald Trump,REP,44.0,2020-08-07 00:00:00,2020-08-09 00:00:00,2020-08-12 05:35:00,2 days,8,2020
9664,127364,68013,Michigan,1365,Change Research,Change Research,48.0,Change Research,C-,413.0,lv,lv,Online,False,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,6233,Biden,13256,Joseph R. Biden Jr.,DEM,48.0,2020-08-07 00:00:00,2020-08-09 00:00:00,2020-08-12 05:35:00,2 days,8,2020
9665,127364,68013,Michigan,1365,Change Research,Change Research,48.0,Change Research,C-,413.0,lv,lv,Online,False,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,6233,Trump,13254,Donald Trump,REP,43.0,2020-08-07 00:00:00,2020-08-09 00:00:00,2020-08-12 05:35:00,2 days,8,2020
